Referencia;Descripcion;Contenido
28462;Aplique redondo LED LUXE 10W 800lm 110-230V 4200K IP54 10,7x13,7cm en color negro para exterior;https://media.telematel.com/assets/alfa-dyser-aplique-red-led-luxe-10w-800lm-110-230v-4200k-ip54-10-7x13-7cm-color-ng-p-ext--28462-1403000125-d9b3-md01_500.jpg
24479;Lámpara LED 360° G9 8W 750lm 110-230V 2700K 14x63mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-360-g9-8w-750lm-110-230v-2700k-14x63mm-24479-1403000126-0af8-md01_500.jpg
24209;Lámpara LED 360° G9 6W 550lm 110-230V 2700K 14x63mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-360-g9-6w-550lm-110-230v-2700k-14x63mm-24209-1403000127-530d-md01_500.jpg
24249;Lámpara LED 360° G9 6W 580lm 110-230V 4000K 14x63mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-360-g9-6w-580lm-110-230v-4000k-14x63mm-24249-1403000128-6b63-md01_500.jpg
29573;Aplique LED 50W 110-230V 4200K 2xE27 IP20 diámetro 300mm con sensor de movimiento y crepuscular en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-aplique-led-50w-110-230v-4200k-2xe27-ip20-d-300mm-sor-mvto-crepusc-color-bl-p-i--29573-1403000129-163f-md01_500.jpg
23706;Regleta directa LED integrado 8W 800lm 110-230V 6400K 550mm en color blanco con interruptor;https://media.telematel.com/assets/alfa-dyser-regleta-dcta-led-itgdo-8w-800lm-110-230v-6400k-550mm-color-bl-int--23706-1403000130-31a4-md01_500.jpg
26047;Aplique redondo LED 9W 900lm 110-230V 6400K IP65 diámetro 160mm en color negro para exteriores;https://media.telematel.com/assets/alfa-dyser-aplique-red-led-9w-900lm-110-230v-6400k-ip65-d-160mm-color-ng-p-ext--26047-1403000132-97ab-md01_500.jpg
29738;Soporte protector para proyector UFO SAMSUNG 100W;https://media.telematel.com/assets/alfa-dyser-soporte-protector-para-proyector-ufo-samsung-100w-29738-1403000133-6a89-md01_500.jpg
27401;Tubo LED chip SAMSUNG T8 18W 1850lm 176-264V 4000K 1200mm clase de eficiencia energética F con cuerpo de cristal y cubierta matizada;https://media.telematel.com/assets/alfa-dyser-tub-led-chip-samsung-t8-18w-1850lm-176-264v-4000k-1200mm-ee-f-cpo-crist-cbta-mat-27401-1403000134-9cc9-md01_500.jpg
24642;Tubo LED chip SAMSUNG T8 9W 900lm 176-264V 6400K 600mm clase de eficiencia energética F con cuerpo de cristal y cubierta matizada;https://media.telematel.com/assets/alfa-dyser-tub-led-chip-samsung-t8-9w-900lm-176-264v-6400k-600mm-ee-f-cpo-crist-cbta-matiza-24642-1403000135-dd72-md01_500.jpg
22719;Tubo LED T8 330° 18W 1700lm 110-230V 4000K 1200mm con cuerpo de cristal y cubierta matizada;https://media.telematel.com/assets/alfa-dyser-tubo-led-t8-330-18w-1700lm-110-230v-4000k-1200mm-cpo-crist-cbta-matizada-22719-1403000137-8cfd-md01_500.jpg
22721;Tubo LED T8 330° 25W 2300lm 110-230V 2700K 1500mm con cuerpo de cristal y cubierta matizada;https://media.telematel.com/assets/alfa-dyser-tubo-led-t8-330-25w-2300lm-110-230v-2700k-1500mm-cpo-crist-cbta-matizada-22721-1403000138-44e2-md01_500.jpg
20931;Tubo LED T8 9W 870lm 110-230V 4000K 600mm con cuerpo de aluminio y cubierta matizada;https://media.telematel.com/assets/alfa-dyser-tubo-led-t8-9w-870lm-110-230v-4000k-600mm-cpo-al-cbta-matizada-20931-1403000139-0bd8-md01_500.jpg
41356;Varilla bistro plana extensible 30-45cm en color blanco para el montaje de cortinas en ventanas, especialmente en cocinas y baños (2u);https://media.telematel.com/assets/alfa-dyser-vlla-bistro-pna-extble-30-45cm-color-bl-mont-cortinas-vtna-especialmente-cocinas-41356-1403000140-e722-md01_500.jpg
34778;Ventilador de pie 100W con mando a distancia;https://media.telematel.com/assets/alfa-dyser-ventilador-de-pie-100w-con-mando-a-distancia-34778-1403000141-2e84-md01_500.jpg
33953;Ventilador de suelo 50W de alta velocidad;https://media.telematel.com/assets/alfa-dyser-ventilador-de-suelo-50w-de-alta-velocidad-33953-1403000142-2fa0-md01_500.jpg
33955;Ventilador de columna Smart 40W con mando a distancia;https://media.telematel.com/assets/alfa-dyser-ventilador-de-columna-smart-40w-con-mando-a-distancia-33955-1403000143-99e9-md01_500.jpg
17500;Varilla bistro redonda extensible 45-75cm en color blanco para el montaje de cortinas en ventanas, especialmente en cocinas y baños;https://media.telematel.com/assets/alfa-dyser-vlla-bistro-red-extble-45-75cm-color-bl-mont-cortinas-vtna-especialmente-cocinas-17500-1403000144-39d4-md01_500.jpg
35307;Ventilador nebulizador 100W con mando a distancia;https://media.telematel.com/assets/alfa-dyser-ventilador-nebulizador-100w-con-mando-a-distancia-35307-1403000145-8175-md01_500.jpg
34222;Ventilador de techo 4 aspas 50W 107cm con luz cromado;https://media.telematel.com/assets/alfa-dyser-ventilador-de-techo-4-aspas-50w-107cm-con-luz-cromado-34222-1403000146-1fb8-md01_500.jpg
48550;Cuelga cuadros adhesivo velcro 19x93mm (En blíster);https://media.telematel.com/assets/alfa-dyser-cuelga-cuadros-adhesivo-velcro-19x93mm-en-blister-48550-1403000147-6a7f-md01_500.jpg
36905;Ventilador sobremesa sin aspas 26W;https://media.telematel.com/assets/alfa-dyser-ventilador-sobremesa-sin-aspas-26w-36905-1403000148-98f8-md01_500.jpg
47040;Colgador adhesivo 20x85mm en color blanco (2u en blíster);https://media.telematel.com/assets/alfa-dyser-colgador-adhesivo-20x85mm-en-color-blanco-2u-en-blister-47040-1403000149-87a1-md01_500.jpg
47051;Colgador doble 20x105mm en color transparente para radiador (2u en blíster);https://media.telematel.com/assets/alfa-dyser-colgador-doble-20x105mm-en-color-transparente-para-radiador-2u-en-blister-47051-1403000150-3b3c-md01_500.jpg
48249;Cuelga cuadros adhesivo velcro 19x70mm (En blíster);https://media.telematel.com/assets/alfa-dyser-cuelga-cuadros-adhesivo-velcro-19x70mm-en-blister-48249-1403000151-5495-md01_500.jpg
42882;Cadenilla llavero 50mm con mosquetón;https://media.telematel.com/assets/alfa-dyser-cadenilla-llavero-50mm-con-mosqueton-42882-1403000152-10cf-md01_500.jpg
16968;Cinta de persiana 18mm color blanco 50m;https://media.telematel.com/assets/alfa-dyser-cinta-de-persiana-18mm-color-blanco-50m-16968-1403000153-6ee5-md01_500.jpg
14839;Cadenilla llavero 45mm con mosquetón;https://media.telematel.com/assets/alfa-dyser-cadenilla-llavero-45mm-con-mosqueton-14839-1403000154-1668-md01_500.jpg
48351;Cajetín pequeño 136,5x40mm de plástico en color blanco para cinta de persiana;https://media.telematel.com/assets/alfa-dyser-cajetin-pequeno-136-5x40mm-de-plastico-en-color-blanco-para-cinta-de-persiana-48351-1403000155-7c36-md01_500.jpg
49388;Arandela plana ancha M6 de acero zincado (15u);https://media.telematel.com/assets/alfa-dyser-arandela-plana-ancha-m6-de-acero-zincado-15u-49388-1403000156-b94c-md01_500.jpg
14004;Anilla redonda 21mm de plástico en color blanco para cortinas (100u);https://media.telematel.com/assets/alfa-dyser-anilla-redonda-21mm-de-plastico-en-color-blanco-para-cortinas-100u-14004-1403000157-aa14-md01_500.jpg
14002;Anilla pera de plástico en color blanco para cortinas (100u);https://media.telematel.com/assets/alfa-dyser-anilla-pera-de-plastico-en-color-blanco-para-cortinas-100u-14002-1403000158-7ab5-md01_500.jpg
13596;Papel de lija al agua grano 240;https://media.telematel.com/assets/alfa-dyser-papel-de-lija-al-agua-grano-240-13596-1403000159-c079-md01_500.jpg
43879;"Anilla giratoria 3/4"" 70x31x5mm de acero inoxidable";https://media.telematel.com/assets/alfa-dyser-anilla-giratoria-3-4-70x31x5mm-de-acero-inoxidable-43879-1403000160-9c7a-md01_500.jpg
47592;Nivel recto 80cm con imán de color azul;https://media.telematel.com/assets/alfa-dyser-nivel-recto-80cm-con-iman-de-color-azul-47592-1403000161-5520-md01_500.jpg
46220;Papel abrasivo velcro grano120 para referencia 46212 (4u en blíster);https://media.telematel.com/assets/alfa-dyser-papel-abrasivo-velcro-grano120-para-referencia-46212-4u-en-blister-46220-1403000162-11ba-md01_500.jpg
46219;Papel abrasivo velcro grano80 para referencia 46212 (4u en blíster);https://media.telematel.com/assets/alfa-dyser-papel-abrasivo-velcro-grano80-para-referencia-46212-4u-en-blister-46219-1403000163-e393-md01_500.jpg
46218;Papel abrasivo velcro grano60 para referencia 46212 (4u en blíster);https://media.telematel.com/assets/alfa-dyser-papel-abrasivo-velcro-grano60-para-referencia-46212-4u-en-blister-46218-1403000164-e9cc-md01_500.jpg
12941;Lápiz de carpintero bicolor 18cm en color azul y rojo;https://media.telematel.com/assets/alfa-dyser-lapiz-de-carpintero-bicolor-18cm-en-color-azul-y-rojo-12941-1403000165-c55c-md01_500.jpg
47586;Nivel recto 40cm con imán de color azul;https://media.telematel.com/assets/alfa-dyser-nivel-recto-40cm-con-iman-de-color-azul-47586-1403000166-34dc-md01_500.jpg
47595;Nivel recto 100cm con imán de color azul;https://media.telematel.com/assets/alfa-dyser-nivel-recto-100cm-con-iman-de-color-azul-47595-1403000167-ba30-md01_500.jpg
47584;Nivel recto 30cm con imán de color azul;https://media.telematel.com/assets/alfa-dyser-nivel-recto-30cm-con-iman-de-color-azul-47584-1403000168-69ac-md01_500.jpg
49798;Hoja de sierra sable bimaterial 300x1,2x6mm (5u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-sable-bimaterial-300x1-2x6mm-5u-en-blister-49798-1403000169-04d8-md01_500.jpg
49670;Hoja de sierra sable madera 150x1,3x6mm (5u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-sable-madera-150x1-3x6mm-5u-en-blister-49670-1403000170-3cd4-md01_500.jpg
14912;Hoja de sierra flexible 300mm de cobalto;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-flexible-300mm-de-cobalto-14912-1403000171-5ebe-md01_500.jpg
17921;Fresa bisagra cazoleta 35mm;https://media.telematel.com/assets/alfa-dyser-fresa-bisagra-cazoleta-35mm-17921-1403000172-70f2-md01_500.jpg
42857;Disco de desbaste 125x6x22mm;https://media.telematel.com/assets/alfa-dyser-disco-de-desbaste-125x6x22mm-42857-1403000174-0a93-md01_500.jpg
48589;Disco Vatton osa diamante turbo 115mm;https://media.telematel.com/assets/alfa-dyser-disco-vatton-osa-diamante-turbo-115mm-48589-1403000175-319e-md01_500.jpg
13818;Disco de caucho 125mm para taladro (En blíster);https://media.telematel.com/assets/alfa-dyser-disco-de-caucho-125mm-para-taladro-en-blister-13818-1403000176-ac3d-md01_500.jpg
14640;Disco de caucho 125mm para amoladora (En blíster);https://media.telematel.com/assets/alfa-dyser-disco-de-caucho-125mm-para-amoladora-en-blister-14640-1403000177-178b-md01_500.jpg
47400;Destornillador punta de diamante electricista 5.5x150mm;https://media.telematel.com/assets/alfa-dyser-destornillador-punta-de-diamante-electricista-5-5x150mm-47400-1403000179-4277-md01_500.jpg
48036;Cortasetos Vatton 40V sin batería;https://media.telematel.com/assets/alfa-dyser-cortasetos-vatton-40v-sin-bateria-48036-1403000181-363e-md01_500.jpg
47092;Corona perforada bimetal HSS 38mm;https://media.telematel.com/assets/alfa-dyser-corona-perforada-bimetal-hss-38mm-47092-1403000182-e34c-md01_500.jpg
47084;Corona perforada bimetal HSS 32mm;https://media.telematel.com/assets/alfa-dyser-corona-perforada-bimetal-hss-32mm-47084-1403000183-1770-md01_500.jpg
46863;Bomba sumergible aguas limpias 250W 4000 litros/hora en color rojo y negro;https://media.telematel.com/assets/alfa-dyser-bomba-sumergible-aguas-limpias-250w-4000-litros-hora-en-color-rojo-y-negro-46863-1403000184-b118-md01_500.jpg
47076;Corona perforada bimetal HSS 29mm;https://media.telematel.com/assets/alfa-dyser-corona-perforada-bimetal-hss-29mm-47076-1403000185-2e46-md01_500.jpg
47109;Broca DIN338 4,0mm de acero HSS;https://media.telematel.com/assets/alfa-dyser-broca-din338-4-0mm-de-acero-hss-47109-1403000186-4d8c-md01_500.jpg
47073;Broca widia carburo 8x300mm para hormigón, ladrillo, gres, azulejos y yeso;https://media.telematel.com/assets/alfa-dyser-broca-widia-carburo-8x300mm-para-hormigon-ladrillo-gres-azulejos-y-yeso-47073-1403000187-1c35-md01_500.jpg
47105;Broca DIN338 3,0mm de acero HSS;https://media.telematel.com/assets/alfa-dyser-broca-din338-3-0mm-de-acero-hss-47105-1403000188-bd13-md01_500.jpg
47101;Broca DIN338 2,0mm de acero HSS;https://media.telematel.com/assets/alfa-dyser-broca-din338-2-0mm-de-acero-hss-47101-1403000189-e352-md01_500.jpg
47131;Broca DIN338 12,0mm de acero HSS;https://media.telematel.com/assets/alfa-dyser-broca-din338-12-0mm-de-acero-hss-47131-1403000191-99ee-md01_500.jpg
47123;Broca DIN338 7,5mm de acero HSS;https://media.telematel.com/assets/alfa-dyser-broca-din338-7-5mm-de-acero-hss-47123-1403000192-becc-md01_500.jpg
19927;Broca 4x75mm de carburo porcelanato;https://media.telematel.com/assets/alfa-dyser-broca-4x75mm-de-carburo-porcelanato-19927-1403000193-6f2f-md01_500.jpg
19930;Broca 7x100mm de carburo porcelanato;https://media.telematel.com/assets/alfa-dyser-broca-7x100mm-de-carburo-porcelanato-19930-1403000194-bbbd-md01_500.jpg
47161;Broca de cobalto HSS DIN 338 12,0mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-12-0mm-p-perforar-metales-duros-como-ace-inox-47161-1403000195-1e41-md01_500.jpg
46187;Alicate de boca cigüeñal con corte lateral 190mm en color rojo y negro (En blíster);https://media.telematel.com/assets/alfa-dyser-alicate-boca-ciguenal-ct-lat-190mm-color-rj-ngblis--46187-1403000196-950c-md01_500.jpg
47133;Broca de cobalto HSS DIN 338 1,0mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-1-0mm-p-perforar-metales-duros-como-ace-inox-47133-1403000197-5617-md01_500.jpg
39958;Clavija de recambio para plancha de asar 35121,36045;https://media.telematel.com/assets/alfa-dyser-clavija-de-recambio-para-plancha-de-asar-35121-36045-39958-1403000198-049b-md01_500.jpg
40872;Alicate con mango aislado 1000V de corte lateral 160mm en color rojo y amarillo;https://media.telematel.com/assets/alfa-dyser-alicate-con-mango-aislado-1000v-de-corte-lateral-160mm-en-color-rojo-y-amarillo-40872-1403000199-ff38-md01_500.jpg
47287;Alicate de corte lateral 160mm con mango TRP tricolor extra ancho (En blíster);https://media.telematel.com/assets/alfa-dyser-alicate-de-corte-lateral-160mm-con-mango-trp-tricolor-extra-ancho-en-blister-47287-1403000200-eed0-md01_500.jpg
33798;Calientacamas eléctrico KUKEN 60W 150x80cm;https://media.telematel.com/assets/alfa-dyser-calientacamas-electrico-kuken-60w-150x80cm-33798-1403000201-f083-md01_500.jpg
39969;Cafetera express 15bar 1l en color negro;https://media.telematel.com/assets/alfa-dyser-cafetera-express-15bar-1l-en-color-negro-39969-1403000202-a8d4-md01_500.jpg
34867;Cepillo de recambio para aspirador 33671,33078,33845;https://media.telematel.com/assets/alfa-dyser-cepillo-de-recambio-para-aspirador-33671-33078-33845-34867-1403000203-a812-md01_500.jpg
34620;Boquilla de recambio para aspirador 34118;https://media.telematel.com/assets/alfa-dyser-boquilla-de-recambio-para-aspirador-34118-34620-1403000204-49b4-md01_500.jpg
33900;Batidora amasadora 400W 5 velocidades de policarbonato en color blanco;https://media.telematel.com/assets/alfa-dyser-batidora-amasadora-400w-5-velocidades-de-policarbonato-en-color-blanco-33900-1403000205-ffaf-md01_500.jpg
33971;Batidora vaso de cristal 1,5l 1000w vintage;https://media.telematel.com/assets/alfa-dyser-batidora-vaso-de-cristal-1-5l-1000w-vintage-33971-1403000206-f4cd-md01_500.jpg
33791;Bascula de baño digital con display de gran tamaño de cristal templado en color gris;https://media.telematel.com/assets/alfa-dyser-bascula-bno-dig-dply-gran-to-crist-templ-color-gr-33791-1403000207-b0fe-md01_500.jpg
34029;Barbacoa eléctrica 37x26cm 2000W;https://media.telematel.com/assets/alfa-dyser-barbacoa-electrica-37x26cm-2000w-34029-1403000209-e996-md01_500.jpg
33845;Aspirador sin bolsa 800W en color rojo;https://media.telematel.com/assets/alfa-dyser-aspirador-sin-bolsa-800w-en-color-rojo-33845-1403000210-b059-md01_500.jpg
34107;Aspirador escoba 600W con cable de 4,5m en color azul turquesa;https://media.telematel.com/assets/alfa-dyser-aspirador-escoba-600w-con-cable-de-4-5m-en-color-azul-turquesa-34107-1403000211-3732-md01_500.jpg
33861;Aspirador escoba 29,6V en color gris;https://media.telematel.com/assets/alfa-dyser-aspirador-escoba-29-6v-en-color-gris-33861-1403000212-807e-md01_500.jpg
42216;Hornillo de plástico cartucho piezo;https://media.telematel.com/assets/alfa-dyser-hornillo-de-plastico-cartucho-piezo-42216-1403000213-680e-md01_500.jpg
34130;Aspirador escoba 29,6V 3 velocidades en color gris y rojo;https://media.telematel.com/assets/alfa-dyser-aspirador-escoba-29-6v-3-velocidades-en-color-gris-y-rojo-34130-1403000214-e1e2-md01_500.jpg
42889;Hilo desbrozadora de nylon diámetro 1,65mm en color amarillo 15m;https://media.telematel.com/assets/alfa-dyser-hilo-desbrozadora-de-nylon-diametro-1-65mm-en-color-amarillo-15m-42889-1403000215-df98-md01_500.jpg
47364;Equipo exterminador de insectos de luz UV 2x15W 100m² 485x265x70mm;https://media.telematel.com/assets/alfa-dyser-equipo-exterminador-de-insectos-de-luz-uv-2x15w-100m-485x265x70mm-47364-1403000216-3b26-md01_500.jpg
12988;Derivación en Y de latón para tubo flexible;https://media.telematel.com/assets/alfa-dyser-derivacion-en-y-de-laton-para-tubo-flexible-12988-1403000217-af03-md01_500.jpg
12989;Derivación en T de latón para tubo flexible;https://media.telematel.com/assets/alfa-dyser-derivacion-en-t-de-laton-para-tubo-flexible-12989-1403000218-006c-md01_500.jpg
48677;Clorador flotante para tabletas de 200gr para la regulación del flujo según necesidades;https://media.telematel.com/assets/alfa-dyser-clorador-flotante-p-tabletas-200gr-p-reg-del-flujo-necesidades-48677-1403000220-4642-md01_500.jpg
34277;"Soporte inclinable TV-LCD 50Kg 32-70""";https://media.telematel.com/assets/alfa-dyser-soporte-inclinable-tv-lcd-50kg-32-70--34277-1403000221-5dda-md01_500.jpg
48095;Algicida sin espuma antialgas para la eliminación y prevención de algas (1l);https://media.telematel.com/assets/alfa-dyser-algicida-sin-espuma-antialgas-para-la-eliminacion-y-prevencion-de-algas-1l-48095-1403000222-a92a-md01_500.jpg
34027;Soporte extensible 29-42cm 20Kg para microondas;https://media.telematel.com/assets/alfa-dyser-soporte-extensible-29-42cm-20kg-para-microondas-34027-1403000223-bc2c-md01_500.jpg
34291;"Soporte de dos brazos TV-LCD 30Kg 14-42""";https://media.telematel.com/assets/alfa-dyser-soporte-de-dos-brazos-tv-lcd-30kg-14-42--34291-1403000225-c239-md01_500.jpg
35605;"Soporte articulado TV-LCD para modelos 14-42"" hasta 20Kg en color negro";https://media.telematel.com/assets/alfa-dyser-soporte-articulado-tv-lcd-para-modelos-14-42-hasta-20kg-en-color-negro-35605-1403000226-4adc-md01_500.jpg
34283;"Soporte de un brazo TV-LCD 20Kg 14-42""";https://media.telematel.com/assets/alfa-dyser-soporte-de-un-brazo-tv-lcd-20kg-14-42--34283-1403000227-28f6-md01_500.jpg
34001;"Soporte articulado TV-LCD para modelos 13-42"" hasta 15Kg en color negro";https://media.telematel.com/assets/alfa-dyser-soporte-articulado-tv-lcd-para-modelos-13-42-hasta-15kg-en-color-negro-34001-1403000228-1741-md01_500.jpg
